,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0042100131,618,1629139,Yuta Watanabe,1610612761,Toronto Raptors,4,2,19,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,13,109,1,0,20220416,PHI,TOR
1,Shot Chart Detail,0042100131,632,1629139,Yuta Watanabe,1610612761,Toronto Raptors,4,1,21,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,10,1,1,20220416,PHI,TOR
2,Shot Chart Detail,0042100134,654,1629139,Yuta Watanabe,1610612761,Toronto Raptors,4,1,3,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-11,83,1,0,20220423,TOR,PHI
3,Shot Chart Detail,0042100135,583,1629139,Yuta Watanabe,1610612761,Toronto Raptors,4,0,43,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-4,1,1,20220425,PHI,TOR
4,Shot Chart Detail,0042100136,620,1629139,Yuta Watanabe,1610612761,Toronto Raptors,4,0,57,Missed Shot,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,44,34,1,0,20220428,TOR,PHI
5,Shot Chart Detail,0042100136,630,1629139,Yuta Watanabe,1610612761,Toronto Raptors,4,0,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-189,177,1,0,20220428,TOR,PHI
